tweet_id,dog_name,dog_stage,rating/10,retweet_count,favorite_count,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
888554962724278272,Ralphus,None,13,3732,20290,Siberian_husky,70.0,True,Eskimo_dog,16.7,True,malamute,11.1,True
888078434458587136,Gerald,None,12,3653,22201,French_bulldog,99.5,True,pug,0.1,True,bull_mastiff,0.1,True
887705289381826560,Jeffrey,None,13,5609,30779,basset,82.2,True,redbone,8.8,True,Weimaraner,2.6,True
887473957103951883,Canela,None,13,18781,69871,Pembroke,80.9,True,Rhodesian_ridgeback,5.5,True,beagle,3.9,True
887343217045368832,None,None,13,10737,34222,Mexican_hairless,33.1,True,sea_lion,27.6,False,Weimaraner,13.4,True
887101392804085760,None,None,12,6167,31061,Samoyed,73.4,True,Eskimo_dog,3.5,True,Staffordshire_bullterrier,3.0,True
886983233522544640,Maya,None,13,8084,35859,Chihuahua,79.3,True,toy_terrier,14.4,True,can_opener,3.2,False
886736880519319552,Mingus,None,13,3443,12306,kuvasz,31.0,True,Great_Pyrenees,18.6,True,Dandie_Dinmont,8.6,True
886366144734445568,Roscoe,None,12,3316,21524,French_bulldog,99.9,True,Chihuahua,0.0,True,Boston_bull,0.0,True
886366144734445568,Roscoe,pupper,12,3316,21524,French_bulldog,99.9,True,Chihuahua,0.0,True,Boston_bull,0.0,True
886258384151887873,Waffles,None,13,6523,28469,pug,94.4,True,shower_cap,2.5,False,Siamese_cat,0.3,False
885984800019947520,Jimbo,None,12,7097,33382,Blenheim_spaniel,97.2,True,Shih-Tzu,0.7,True,Bernese_mountain_dog,0.6,True
885528943205470208,Maisey,None,13,6683,36689,pug,36.9,True,Labrador_retriever,26.6,True,kuvasz,13.5,True
885167619883638784,None,None,13,4556,22367,malamute,81.2,True,Siberian_husky,7.2,True,Eskimo_dog,5.6,True
884925521741709313,Earl,None,12,16439,68152,Italian_greyhound,26.0,True,American_Staffordshire_terrier,19.8,True,Staffordshire_bullterrier,12.8,True
884876753390489601,Lola,None,13,6096,28514,chow,82.2,True,Norwich_terrier,10.6,True,Norfolk_terrier,3.7,True
884562892145688576,Kevin,None,13,5100,24765,pug,54.6,True,French_bulldog,40.4,True,Brabancon_griffon,4.4,True
884441805382717440,None,None,14,5856,27478,Pembroke,99.3,True,Cardigan,0.3,True,Chihuahua,0.2,True
884162670584377345,Yogi,doggo,12,3128,20771,German_shepherd,70.7,True,malinois,19.9,True,Norwegian_elkhound,4.9,True
884162670584377345,Yogi,None,12,3128,20771,German_shepherd,70.7,True,malinois,19.9,True,Norwegian_elkhound,4.9,True
883838122936631299,Noah,None,12,3586,22349,Doberman,61.1,True,miniature_pinscher,30.0,True,kelpie,6.3,True
883482846933004288,Bella,None,5,10407,46860,golden_retriever,94.3,True,Labrador_retriever,3.2,True,kuvasz,0.6,True
883360690899218434,Grizzwald,None,13,3825,22986,chow,98.8,True,Tibetan_mastiff,0.7,True,Newfoundland,0.2,True
883360690899218434,Grizzwald,floofer,13,3825,22986,chow,98.8,True,Tibetan_mastiff,0.7,True,Newfoundland,0.2,True
883117836046086144,None,None,13,6949,37914,golden_retriever,95.0,True,Labrador_retriever,4.6,True,kuvasz,0.2,True
882992080364220416,Rusty,None,13,4122,24445,Eskimo_dog,46.7,True,Siberian_husky,40.6,True,dingo,7.3,False
882762694511734784,Gus,None,12,5134,28903,Labrador_retriever,85.0,True,Chesapeake_Bay_retriever,7.4,True,flat-coated_retriever,1.6,True
882762694511734784,Gus,pupper,12,5134,28903,Labrador_retriever,85.0,True,Chesapeake_Bay_retriever,7.4,True,flat-coated_retriever,1.6,True
882627270321602560,Stanley,None,13,6342,28382,Pembroke,54.3,True,Chihuahua,25.2,True,Cardigan,10.8,True
882268110199369728,Alfy,None,13,12118,45880,golden_retriever,76.2,True,Labrador_retriever,9.9,True,cocker_spaniel,1.7,True
882045870035918850,Koko,None,13,5203,29900,web_site,95.0,False,dhole,1.7,False,golden_retriever,0.7,True
881906580714921986,Rey,None,12,3533,24773,Weimaraner,29.2,True,Chesapeake_Bay_retriever,27.9,True,koala,12.7,False
881666595344535552,Gary,None,13,11099,51522,Saluki,52.9,True,Afghan_hound,25.0,True,golden_retriever,16.1,True
881536004380872706,a,None,14,16570,50199,Samoyed,28.1,True,Angora,27.2,False,Persian_cat,11.5,False
881536004380872706,a,pupper,14,16570,50199,Samoyed,28.1,True,Angora,27.2,False,Persian_cat,11.5,False
880872448815771648,None,None,12,3989,21734,Pembroke,79.1,True,Norwich_terrier,6.1,True,Chihuahua,3.4,True
880465832366813184,Bella,None,12,6546,29075,golden_retriever,91.3,True,Labrador_retriever,2.6,True,cocker_spaniel,0.9,True
880221127280381952,Jesse,None,12,4436,27640,Chihuahua,23.9,True,meerkat,10.4,False,clumber,5.3,True
880095782870896641,None,None,11,4533,28150,miniature_pinscher,12.0,True,Rhodesian_ridgeback,10.6,True,beagle,10.6,True
879862464715927552,Romeo,None,13,3642,22667,basset,81.4,True,beagle,14.7,True,cocker_spaniel,0.9,True
879492040517615616,Bailey,None,12,3323,23822,German_short-haired_pointer,48.0,True,vizsla,12.4,True,bath_towel,7.3,False
879415818425184262,Duddles,None,13,45849,107956,English_springer,38.3,True,Boston_bull,13.5,True,Cardigan,11.0,True
879376492567855104,Jack,None,12,3261,17099,tricycle,66.4,False,Labrador_retriever,3.3,True,Pembroke,1.9,True
879008229531029506,Beau,None,13,2812,19317,vizsla,96.1,True,miniature_pinscher,0.9,True,American_Staffordshire_terrier,0.9,True
878776093423087618,Snoopy,None,13,4319,19763,Italian_greyhound,73.5,True,whippet,15.0,True,Ibizan_hound,4.0,True
878776093423087618,Snoopy,puppo,13,4319,19763,Italian_greyhound,73.5,True,whippet,15.0,True,Ibizan_hound,4.0,True
878281511006478336,Shadow,None,13,1349,7913,basset,32.0,True,collie,21.6,True,Appenzeller,12.9,True
878057613040115712,Emmy,None,14,7181,42876,French_bulldog,83.9,True,Boston_bull,7.9,True,toy_terrier,1.5,True
877736472329191424,Aja,None,13,17300,71144,Chesapeake_Bay_retriever,83.8,True,Labrador_retriever,6.2,True,Weimaraner,4.1,True
877556246731214848,Penny,None,12,3994,23258,basset,99.5,True,Welsh_springer_spaniel,0.2,True,bathtub,0.0,False
877316821321428993,Dante,None,13,5414,27907,Saluki,51.0,True,Italian_greyhound,9.0,True,golden_retriever,7.9,True
877201837425926144,Nelly,None,12,5880,27755,Pembroke,93.1,True,Cardigan,6.9,True,basenji,0.0,True
876838120628539392,Ginger,None,12,3506,21125,bloodhound,57.6,True,redbone,24.1,True,Tibetan_mastiff,8.9,True
876838120628539392,Ginger,pupper,12,3506,21125,bloodhound,57.6,True,redbone,24.1,True,Tibetan_mastiff,8.9,True
876484053909872640,Benedict,None,13,2511,19163,golden_retriever,87.5,True,Irish_terrier,3.7,True,chow,1.7,True
876120275196170240,Venti,None,13,4903,28490,Bernese_mountain_dog,53.4,True,Saint_Bernard,34.6,True,Greater_Swiss_Mountain_dog,9.5,True
875747767867523072,Goose,None,13,4497,25773,Labrador_retriever,80.0,True,Chesapeake_Bay_retriever,18.0,True,vizsla,0.5,True
875144289856114688,Nugget,None,13,5081,22185,Siberian_husky,24.5,True,Pembroke,22.4,True,dingo,16.1,False
875021211251597312,None,None,12,4922,26022,West_Highland_white_terrier,71.4,True,Siberian_husky,9.2,True,Great_Pyrenees,4.6,True
874680097055178752,Cash,None,12,4875,28439,Labrador_retriever,83.6,True,Staffordshire_bullterrier,4.7,True,beagle,3.6,True
874296783580663808,Jed,None,13,4308,26651,cocker_spaniel,43.7,True,miniature_poodle,27.7,True,toy_poodle,15.7,True
874296783580663808,Jed,pupper,13,4308,26651,cocker_spaniel,43.7,True,miniature_poodle,27.7,True,toy_poodle,15.7,True
874057562936811520,None,None,12,4125,23134,flat-coated_retriever,83.2,True,black-and-tan_coonhound,4.0,True,Newfoundland,2.8,True
874012996292530176,Sebastian,None,13,11007,35501,Cardigan,80.7,True,Pembroke,11.7,True,kelpie,4.9,True
874012996292530176,Sebastian,puppo,13,11007,35501,Cardigan,80.7,True,Pembroke,11.7,True,kelpie,4.9,True
873580283840344065,None,None,13,4143,24837,Newfoundland,67.9,True,Tibetan_mastiff,24.4,True,chow,4.9,True
873213775632977920,Sierra,None,12,1667,7467,vizsla,62.0,True,bloodhound,33.8,True,Chesapeake_Bay_retriever,1.3,True
873213775632977920,Sierra,pupper,12,1667,7467,vizsla,62.0,True,bloodhound,33.8,True,Chesapeake_Bay_retriever,1.3,True
872967104147763200,None,doggo,12,5669,28031,Labrador_retriever,47.7,True,Chesapeake_Bay_retriever,17.4,True,German_short-haired_pointer,9.3,True
872967104147763200,None,None,12,5669,28031,Labrador_retriever,47.7,True,Chesapeake_Bay_retriever,17.4,True,German_short-haired_pointer,9.3,True
872820683541237760,None,None,13,3884,15029,pug,99.9,True,French_bulldog,0.1,True,bull_mastiff,0.0,True
872620804844003328,Monkey,None,13,3911,21309,cocker_spaniel,51.3,True,Sussex_spaniel,15.9,True,standard_poodle,15.0,True
872486979161796608,None,None,12,9429,41606,Pembroke,93.2,True,Cardigan,3.8,True,Chihuahua,1.2,True
872261713294495745,Harry,None,13,6649,35085,Labrador_retriever,97.2,True,flat-coated_retriever,0.8,True,Chesapeake_Bay_retriever,0.7,True
872122724285648897,Kody,None,12,8549,35324,basketball,80.8,False,pug,6.7,True,dalmatian,5.5,True
871879754684805121,Lassie,None,13,11918,39090,Shetland_sheepdog,96.9,True,collie,1.8,True,Pomeranian,0.9,True
871762521631449091,Rover,None,12,3678,20787,Labrador_retriever,92.1,True,golden_retriever,6.5,True,bloodhound,0.3,True
871762521631449091,Rover,pupper,12,3678,20787,Labrador_retriever,92.1,True,golden_retriever,6.5,True,bloodhound,0.3,True
871515927908634625,Napolean,doggo,12,3628,20730,komondor,97.5,True,briard,2.0,True,swab,0.3,False
871515927908634625,Napolean,None,12,3628,20730,komondor,97.5,True,briard,2.0,True,swab,0.3,False
871032628920680449,Boomer,None,13,3999,23255,kelpie,39.8,True,macaque,6.9,False,dingo,5.1,False
870656317836468226,Cody,None,13,2817,12819,Pembroke,94.5,True,Cardigan,4.6,True,beagle,0.4,True
870374049280663552,Zoey,None,13,27680,85011,golden_retriever,84.1,True,Great_Pyrenees,9.9,True,Labrador_retriever,3.3,True
870308999962521604,Rumble,None,13,4384,22453,Greater_Swiss_Mountain_dog,62.3,True,Appenzeller,15.8,True,EntleBucher,14.8,True
869772420881756160,Dewey,None,13,10663,43710,Pembroke,98.0,True,Cardigan,1.9,True,malamute,0.0,True
869702957897576449,Stanley,None,13,6728,29116,Pembroke,99.3,True,Cardigan,0.6,True,Chihuahua,0.0,True
869596645499047938,Scout,doggo,12,3327,16476,Chihuahua,95.5,True,toy_terrier,0.8,True,muzzle,0.6,False
869596645499047938,Scout,None,12,3327,16476,Chihuahua,95.5,True,toy_terrier,0.8,True,muzzle,0.6,False
869227993411051520,Gizmo,None,13,4023,21112,Pembroke,66.4,True,Chihuahua,16.9,True,Cardigan,13.3,True
868880397819494401,Walter,None,14,12518,55098,laptop,15.4,False,French_bulldog,10.0,True,printer,7.7,False
868622495443632128,None,None,13,6275,28295,Labrador_retriever,86.8,True,Great_Pyrenees,6.1,True,Saint_Bernard,3.3,True
868552278524837888,Cooper,None,12,2240,10539,whippet,37.8,True,Italian_greyhound,27.6,True,American_Staffordshire_terrier,9.5,True
867900495410671616,None,None,12,4439,24964,Labrador_retriever,52.3,True,kuvasz,33.2,True,dalmatian,3.2,True
867774946302451713,Harold,None,13,7788,35179,Border_collie,66.2,True,Cardigan,17.6,True,collie,8.7,True
867421006826221569,Shikha,None,12,2697,16755,Eskimo_dog,61.6,True,Siberian_husky,38.1,True,malamute,0.2,True
867421006826221569,Shikha,puppo,12,2697,16755,Eskimo_dog,61.6,True,Siberian_husky,38.1,True,malamute,0.2,True
867051520902168576,None,None,13,8425,33420,Samoyed,47.1,True,Pekinese,30.2,True,Pomeranian,15.7,True
866686824827068416,Lili,None,12,3727,20070,flat-coated_retriever,51.5,True,groenendael,30.6,True,curly-coated_retriever,6.1,True
866450705531457537,Jamesy,None,13,32883,106827,French_bulldog,90.5,True,Boston_bull,7.8,True,pug,0.2,True
866450705531457537,Jamesy,pupper,13,32883,106827,French_bulldog,90.5,True,Boston_bull,7.8,True,pug,0.2,True
866334964761202691,Coco,None,12,15546,54720,Samoyed,98.4,True,Pomeranian,0.8,True,keeshond,0.3,True
865718153858494464,Boomer,None,13,6008,26640,golden_retriever,67.4,True,kuvasz,15.8,True,Labrador_retriever,12.6,True
865359393868664832,Sammy,None,13,5384,27530,Chesapeake_Bay_retriever,83.2,True,Labrador_retriever,16.4,True,Weimaraner,0.3,True
865006731092295680,Nelly,None,13,8209,29063,Pembroke,99.0,True,Cardigan,1.0,True,basenji,0.0,True
864279568663928832,Meatball,None,12,3266,15195,bull_mastiff,66.9,True,French_bulldog,18.1,True,Staffordshire_bullterrier,5.2,True
864197398364647424,Paisley,None,13,9616,31459,golden_retriever,94.6,True,Labrador_retriever,2.1,True,Tibetan_mastiff,2.0,True
863553081350529029,Neptune,None,13,4489,15935,Eskimo_dog,41.3,True,malamute,34.8,True,Siberian_husky,15.0,True
863432100342583297,Belle,None,12,5664,24829,Staffordshire_bullterrier,69.1,True,French_bulldog,10.3,True,beagle,7.9,True
863062471531167744,Quinn,None,13,2687,8945,French_bulldog,93.6,True,pug,6.0,True,boxer,0.1,True
862831371563274240,Zooey,None,13,5457,20011,Australian_terrier,20.7,True,Irish_terrier,15.6,True,German_shepherd,12.4,True
862722525377298433,Dave,None,11,3809,17779,basset,39.3,True,beagle,24.2,True,boxer,7.8,True
862096992088072192,None,None,13,21840,66437,chow,67.8,True,Pomeranian,27.1,True,Pekinese,3.8,True
861383897657036800,Hobbes,None,13,11528,37744,Cardigan,77.1,True,Pembroke,13.7,True,French_bulldog,6.3,True
861288531465048066,None,None,13,4479,18032,syringe,14.5,False,oxygen_mask,10.7,False,Bouvier_des_Flandres,8.3,True
861005113778896900,Burt,None,12,4119,17538,German_shepherd,50.8,True,Pembroke,13.6,True,muzzle,7.6,False
860563773140209665,Lorenzo,None,13,2334,7878,Cardigan,58.4,True,Pembroke,5.6,True,beagle,4.6,True
860524505164394496,Carl,None,13,5698,24678,Bedlington_terrier,28.7,True,toy_poodle,23.5,True,Lakeland_terrier,8.8,True
859924526012018688,Milky,None,12,4349,20021,French_bulldog,25.5,True,Staffordshire_bullterrier,19.3,True,hog,10.0,False
859851578198683649,Trooper,None,13,3780,16105,Labrador_retriever,89.9,True,golden_retriever,4.7,True,kuvasz,2.3,True
859607811541651456,None,None,13,1704,19476,golden_retriever,89.6,True,Irish_setter,2.4,True,Labrador_retriever,1.9,True
859607811541651456,None,puppo,13,1704,19476,golden_retriever,89.6,True,Irish_setter,2.4,True,Labrador_retriever,1.9,True
859196978902773760,quite,None,12,25661,75193,Angora,22.4,False,malamute,21.6,True,Persian_cat,12.8,False
858843525470990336,None,doggo,13,3771,16304,golden_retriever,57.8,True,Labrador_retriever,28.6,True,bloodhound,2.7,True
858843525470990336,None,None,13,3771,16304,golden_retriever,57.8,True,Labrador_retriever,28.6,True,bloodhound,2.7,True
858471635011153920,Sophie,None,13,5271,22640,Pembroke,98.7,True,Cardigan,0.9,True,basenji,0.3,True
858107933456039936,Wyatt,None,12,3154,16524,golden_retriever,86.4,True,Labrador_retriever,1.6,True,doormat,1.1,False
857989990357356544,Rosie,None,12,2812,16952,French_bulldog,43.3,True,English_springer,32.6,True,Lakeland_terrier,4.3,True
857746408056729600,Thor,None,13,11524,36021,Labrador_retriever,92.0,True,beagle,4.4,True,golden_retriever,2.3,True
857393404942143489,None,None,13,1785,6236,malamute,84.2,True,Siberian_husky,7.4,True,Eskimo_dog,7.2,True
857263160327368704,Oscar,None,13,4934,21041,Samoyed,99.8,True,Pomeranian,0.1,True,keeshond,0.0,True
857029823797047296,Zeke,None,12,4364,19910,golden_retriever,96.9,True,Labrador_retriever,1.0,True,Saluki,0.4,True
856543823941562368,Callie,None,12,3131,17135,Boston_bull,30.7,True,Siamese_cat,19.1,False,Chihuahua,18.9,True
856282028240666624,Cermet,None,14,6841,29086,Chihuahua,87.7,True,Italian_greyhound,3.3,True,Cardigan,2.1,True
855851453814013952,None,doggo,13,19196,47844,flat-coated_retriever,32.2,True,Labrador_retriever,11.5,True,groenendael,9.6,True
855851453814013952,None,None,13,19196,47844,flat-coated_retriever,32.2,True,Labrador_retriever,11.5,True,groenendael,9.6,True
855851453814013952,None,puppo,13,19196,47844,flat-coated_retriever,32.2,True,Labrador_retriever,11.5,True,groenendael,9.6,True
855459453768019968,quite,None,12,8987,31657,Blenheim_spaniel,39.0,True,Pekinese,18.8,True,Japanese_spaniel,8.3,True
854732716440526848,Marlee,None,12,6690,24188,Pembroke,69.6,True,Cardigan,5.9,True,chow,2.8,True
854482394044301312,Arya,None,13,7608,31131,Chihuahua,26.0,True,toy_poodle,18.9,True,Labrador_retriever,14.4,True
854365224396361728,Einstein,None,13,5159,20046,Pembroke,90.7,True,Cardigan,8.6,True,Chihuahua,0.1,True
854120357044912130,None,None,14,8285,33911,black-and-tan_coonhound,85.5,True,Doberman,5.1,True,bluetick,2.2,True
854120357044912130,None,pupper,14,8285,33911,black-and-tan_coonhound,85.5,True,Doberman,5.1,True,bluetick,2.2,True
854010172552949760,None,doggo,11,3433,17169,English_springer,35.5,True,collie,17.8,True,Border_collie,13.2,True
854010172552949760,None,floofer,11,3433,17169,English_springer,35.5,True,collie,17.8,True,Border_collie,13.2,True
854010172552949760,None,None,11,3433,17169,English_springer,35.5,True,collie,17.8,True,Border_collie,13.2,True
853760880890318849,Alice,None,12,6403,30414,miniature_pinscher,29.3,True,Chihuahua,12.1,True,Rottweiler,11.9,True
853639147608842240,None,None,13,11265,37198,German_shepherd,51.0,True,malinois,23.7,True,kelpie,4.7,True
852912242202992640,Benny,None,12,2037,9658,Great_Dane,78.4,True,Rhodesian_ridgeback,11.4,True,English_foxhound,4.6,True
852672615818899456,Aspen,None,12,2388,15939,golden_retriever,71.1,True,otterhound,6.8,True,Sussex_spaniel,4.7,True
852553447878664193,Jarod,None,13,3885,17492,bloodhound,18.6,True,Brabancon_griffon,13.9,True,Rottweiler,12.6,True
852189679701164033,Sailor,None,12,1741,12217,barrow,42.3,False,Bernese_mountain_dog,41.5,True,EntleBucher,6.7,True
851591660324737024,None,None,11,3819,17300,Cardigan,39.5,True,Chihuahua,7.7,True,French_bulldog,7.7,True
851224888060895234,Snoop,None,13,6350,22090,car_mirror,97.2,False,seat_belt,0.7,False,standard_poodle,0.6,True
850753642995093505,Kyle,None,11,10352,33348,pug,99.7,True,bull_mastiff,0.1,True,French_bulldog,0.1,True
850380195714523136,Leo,None,13,2915,13994,Yorkshire_terrier,24.9,True,Maltese_dog,16.6,True,Shih-Tzu,14.2,True
850145622816686080,Riley,None,11,4244,17519,tennis_ball,71.5,False,kelpie,10.5,True,malinois,5.9,True
850019790995546112,Boomer,None,12,5459,21944,Shetland_sheepdog,76.0,True,collie,10.7,True,Pembroke,5.2,True
850019790995546112,Boomer,pupper,12,5459,21944,Shetland_sheepdog,76.0,True,collie,10.7,True,Pembroke,5.2,True
849776966551130114,None,None,12,8404,32390,Chihuahua,29.2,True,toy_terrier,13.7,True,bonnet,10.3,False
849412302885593088,Noosh,None,12,3487,17039,schipperke,90.8,True,crossword_puzzle,1.8,False,Chihuahua,1.6,True
848690551926992896,None,None,12,4826,27104,flat-coated_retriever,82.4,True,Newfoundland,10.1,True,groenendael,3.8,True
848324959059550208,Odin,None,12,4037,20229,malamute,54.5,True,Siberian_husky,29.0,True,Eskimo_dog,15.4,True
848212111729840128,Jerry,None,6,3444,17618,Bedlington_terrier,33.3,True,Ibizan_hound,24.6,True,wallaby,13.2,False
847842811428974592,Rontu,None,12,1522,5935,Bernese_mountain_dog,95.1,True,Greater_Swiss_Mountain_dog,1.7,True,Appenzeller,1.1,True
847606175596138505,Cannon,None,12,3774,20208,Cardigan,41.4,True,Boston_bull,38.2,True,doormat,6.6,False
847251039262605312,Furzey,None,12,4800,22036,Airedale,49.5,True,Irish_terrier,31.6,True,Lakeland_terrier,15.9,True
847157206088847362,Daisy,None,11,6572,21588,Staffordshire_bullterrier,22.0,True,American_Staffordshire_terrier,17.9,True,pug,12.3,True
847116187444137987,None,None,11,3583,23108,white_wolf,12.9,False,American_Staffordshire_terrier,11.3,True,dingo,8.1,False
846874817362120707,Tuck,None,13,4404,21685,Shetland_sheepdog,45.1,True,papillon,18.8,True,collie,14.0,True
846514051647705089,Barney,doggo,13,13076,48410,golden_retriever,65.0,True,Leonberg,6.5,True,Norfolk_terrier,5.3,True
846514051647705089,Barney,None,13,13076,48410,golden_retriever,65.0,True,Leonberg,6.5,True,Norfolk_terrier,5.3,True
846153765933735936,Vixen,None,13,10226,34394,giant_schnauzer,34.6,True,flat-coated_retriever,21.8,True,Labrador_retriever,10.8,True
846042936437604353,Jarvis,None,12,3224,17256,golden_retriever,96.1,True,Labrador_retriever,1.7,True,Tibetan_mastiff,0.9,True
845812042753855489,None,None,13,9894,31737,Samoyed,98.0,True,chow,1.6,True,white_wolf,0.1,False
845677943972139009,None,None,12,5365,27154,chow,80.9,True,groenendael,12.3,True,Newfoundland,2.2,True
845397057150107648,Mimosa,doggo,13,2072,8241,Dandie_Dinmont,39.4,True,Maltese_dog,18.7,True,West_Highland_white_terrier,18.2,True
845397057150107648,Mimosa,None,13,2072,8241,Dandie_Dinmont,39.4,True,Maltese_dog,18.7,True,West_Highland_white_terrier,18.2,True
845306882940190720,Pickles,None,12,6039,25225,Irish_water_spaniel,56.7,True,Labrador_retriever,16.9,True,curly-coated_retriever,10.2,True
845306882940190720,Pickles,pupper,12,6039,25225,Irish_water_spaniel,56.7,True,Labrador_retriever,16.9,True,curly-coated_retriever,10.2,True
844973813909606400,Brady,None,12,3617,16361,Labrador_retriever,74.2,True,golden_retriever,19.5,True,Chihuahua,1.7,True
844704788403113984,Luna,None,13,11633,42022,Labrador_retriever,98.0,True,golden_retriever,0.7,True,beagle,0.3,True
844223788422217728,Margo,None,12,2450,14753,Labrador_retriever,72.0,True,Chesapeake_Bay_retriever,12.2,True,Newfoundland,3.9,True
843856843873095681,Sadie,None,12,5220,23211,Labrador_retriever,92.3,True,golden_retriever,7.4,True,Great_Pyrenees,0.2,True
843604394117681152,Hank,None,11,3081,18310,Labrador_retriever,43.1,True,golden_retriever,26.4,True,Great_Pyrenees,17.9,True
843235543001513987,Tycho,None,13,6852,23315,Pembroke,95.8,True,Cardigan,2.4,True,Chihuahua,0.5,True
842846295480000512,Charlie,None,13,4023,16440,Labrador_retriever,46.1,True,golden_retriever,15.5,True,Chihuahua,11.0,True
842765311967449089,Indie,None,12,1439,7321,tub,66.5,False,bucket,10.5,False,Labrador_retriever,2.9,True
842535590457499648,Winnie,None,13,3937,19637,Pembroke,68.5,True,Cardigan,31.5,True,basenji,0.0,True
842163532590374912,George,None,12,6568,26569,French_bulldog,89.1,True,soccer_ball,2.3,False,bull_mastiff,1.3,True
842115215311396866,Bentley,None,12,3386,15204,chow,29.3,True,Newfoundland,18.1,True,schipperke,12.5,True
841680585030541313,Penny,None,12,8748,27854,Chihuahua,54.7,True,bow_tie,19.8,False,Pembroke,5.8,True
841439858740625411,None,None,14,4168,13755,military_uniform,85.4,False,Labrador_retriever,4.8,True,groenendael,1.5,True
841314665196081154,Max,None,13,5312,17305,Afghan_hound,90.4,True,Saluki,3.5,True,bloodhound,2.7,True
841077006473256960,Dawn,None,12,5991,24926,Brittany_spaniel,96.3,True,Blenheim_spaniel,1.5,True,clumber,1.0,True
840632337062862849,Maddie,None,12,1972,9761,golden_retriever,71.1,True,cocker_spaniel,15.8,True,Labrador_retriever,6.0,True
840268004936019968,Monty,None,12,6497,20950,Chesapeake_Bay_retriever,86.4,True,Labrador_retriever,5.3,True,kelpie,3.3,True
839990271299457024,Sojourner,None,13,2597,14640,Staffordshire_bullterrier,60.5,True,American_Staffordshire_terrier,31.2,True,Boston_bull,3.7,True
839549326359670784,Winston,None,12,8805,29957,swing,39.4,False,Norwich_terrier,5.2,True,Pembroke,5.0,True
839239871831150596,Odie,None,13,7422,29684,Leonberg,92.7,True,Newfoundland,5.0,True,Saint_Bernard,1.1,True
838921590096166913,Arlo,None,13,2357,12183,Border_terrier,66.5,True,Brabancon_griffon,17.0,True,Yorkshire_terrier,8.8,True
838561493054533637,Walter,None,13,1504,11892,kelpie,21.7,True,doormat,14.0,False,dalmatian,13.3,True
838476387338051585,Stanley,None,13,5484,24664,Great_Pyrenees,99.8,True,kuvasz,0.1,True,Newfoundland,0.0,True
838083903487373313,Daisy,None,13,3582,19183,chow,80.1,True,seat_belt,16.4,False,Pomeranian,1.8,True
837820167694528512,None,None,12,8952,37277,golden_retriever,88.8,True,Labrador_retriever,6.9,True,kuvasz,3.0,True
837820167694528512,None,pupper,12,8952,37277,golden_retriever,88.8,True,Labrador_retriever,6.9,True,kuvasz,3.0,True
837471256429613056,Vincent,None,12,2631,13967,Norwegian_elkhound,97.6,True,keeshond,1.4,True,seat_belt,0.2,False
